Key,English Value
properties.archiveReasons.noLongerManaging,Ya No Se Gestiona
properties.archiveReasons.other,Otra
properties.archiveReasons.sold,Vendida
properties.archived,Archivado
properties.archivedDetails,Detalles del Archivo
properties.archivedOn,Archivado
properties.archivedProperties,Propiedades Archivadas
properties.canSetupNewTenantParallel,Puedes configurar un nuevo inquilino mientras el arrendamiento actual está terminando.
properties.city,Ciudad
properties.cityPlaceholder,"ej. Madrid, Barcelona"
properties.confirmArchive,Confirmar Archivo
properties.contract,Contrato
properties.contractLocked,Bloqueado
properties.contractsTab,Contratos
properties.copySelected,Copiar Seleccionados
properties.copyTemplates,Copiar Plantillas
properties.country,País
properties.countryPlaceholder,Seleccionar país
properties.createProperty,Crear Propiedad
properties.createTemplatesInConfiguration,Crea plantillas de contrato en Configuración → Plantillas para usarlas aquí
properties.created,Creado
properties.currentTenancy,Arrendamiento Actual
properties.currentTenant,Inquilino Actual
properties.deleteProperty,Eliminar Propiedad
properties.description,Gestiona tu cartera de propiedades
properties.descriptionPlaceholder,Agregar descripción de propiedad...
properties.documentDeleteError,Error al eliminar documento
properties.documentDeleted,Documento eliminado exitosamente
properties.documentUploadFailed,Error al subir documento
properties.documentUploaded,Documento subido exitosamente
properties.documents,Documentos
properties.documentsCount,documentos
properties.documentsTab,Documentos
properties.downloadError,Error al descargar documento
properties.edit,Editar
properties.editProperty,Editar Propiedad
properties.editPropertyDescription,Actualizar detalles e información de la propiedad
properties.free,Libre
properties.freeToRent,Libre para Alquilar
properties.getStarted,Comienza creando una propiedad o aceptando invitaciones de inquilino
properties.goToOverview,Ir a Resumen
properties.hideDocuments,Ocultar Documentos
properties.inactive,Inactivo
properties.invitationPending,Invitación Pendiente
properties.invitationSentTo,Invitación enviada a
properties.inviteAdditionalTenant,Invitar Inquilino Adicional
properties.inviteNewTenant,Invitar Nuevo Inquilino
properties.inviteTenant,Inquilinos
properties.inviteTenantButton,Invitar Inquilino
properties.inviteTenantToGetStarted,Invita a un inquilino para comenzar a gestionar esta propiedad
properties.invited,Invitado
properties.maintenance,Mantenimiento
properties.maintenanceTasks,Tareas de Mantenimiento
properties.manageTenantDescription,"Gestionar inquilinos, invitaciones y documentos de arrendamiento"
properties.manageTenants,Gestionar Inquilinos
properties.myProperties,Mis Propiedades
properties.myTickets,Mis Tickets
properties.noActiveTenant,No hay inquilino activo
properties.noDescription,No se proporcionó descripción
properties.noDocuments,No hay documentos
properties.noDocumentsDesc,Sube documentos de la propiedad como contratos y garantías
properties.noDocumentsYet,Aún no se han subido documentos
properties.noProperties,No hay Propiedades Aún
properties.noPropertiesDesc,Comienza creando tu primera propiedad
properties.noTemplates,Aún no hay plantillas de propiedad
properties.noTemplatesAvailable,No hay plantillas de propiedad disponibles para copiar
properties.noTenancyDocuments,No hay documentos de arrendamiento
properties.noTenancyHistory,No hay arrendamientos anteriores
properties.noTenant,Sin inquilino actual
properties.noTenants,Aún no hay inquilinos
properties.noTenantsYet,Aún No Hay Inquilinos
properties.notFound,Propiedad no encontrada
properties.notes,Notas
properties.occupancy.free,Libre
properties.occupancy.occupied,Ocupado
properties.openError,Error al abrir documento
properties.openTenantManagement,Abrir Gestión de Inquilinos
properties.openTickets,Tickets Abiertos
properties.overview,Resumen
properties.pastTenancies,Arrendamientos Pasados
properties.paymentsTab,Pagos
properties.pending,pendiente
properties.photo,Foto
properties.photoHint,"JPG, PNG o WEBP. Máx 5MB."
properties.photoUploaded,Foto de propiedad subida exitosamente
properties.postalCode,Código Postal
properties.postalCodePlaceholder,"ej. 28001, 08001"
properties.propertyAddress,Dirección
properties.propertyArchived,Propiedad archivada
properties.propertyCity,Ciudad
properties.propertyCountry,País
properties.propertyCreated,Propiedad creada exitosamente
properties.propertyDescription,Descripción
properties.propertyDetails,Detalles de la Propiedad
properties.propertyDocuments.deleteFailed,Error al eliminar documento
properties.propertyDocuments.deleteSuccess,Documento eliminado exitosamente
properties.propertyDocuments.dragAndDropHint,Arrastra y suelta o haz clic para subir
properties.propertyDocuments.previousVersions,Versiones Anteriores
properties.propertyDocuments.seeVersions,Ver Versiones
properties.propertyDocuments.uploadNewVersion,Subir nueva versión
properties.propertyDocuments.versions,versiones
properties.propertyHub,Centro de Propiedad
properties.propertyInformation,Información de la Propiedad
properties.propertyIsFree,Propiedad Libre
properties.propertyNotFound,Propiedad no encontrada
properties.propertyNotFoundDesc,Esta propiedad puede haber sido eliminada o no tienes acceso a ella
properties.propertyPostalCode,Código Postal
properties.propertyTemplates,Plantillas de Documentos de Propiedad
properties.propertyTemplatesDescription,"Plantillas de documentos reutilizables para esta propiedad, p.e. contratos"
properties.propertyTitle,Título
properties.propertyUnarchived,Propiedad desarchivada
properties.propertyUpdated,Propiedad actualizada exitosamente
properties.quickActions,Acciones Rápidas
properties.readOnlyAccess,Acceso de solo lectura
properties.reason,Razón
properties.removeTenant,Eliminar Inquilino
properties.rentPayments,Pagos de Alquiler
properties.scheduledMaintenance,Mantenimiento Programado
properties.selectReason,Selecciona una razón
properties.selectTemplates,Seleccionar plantillas para copiar a este arrendamiento
properties.setupFromOverview,Configura tu primer arrendamiento desde la pestaña Resumen.
properties.stateProvince,Estado/Provincia
properties.stateProvincePlaceholder,"ej. Madrid, Cataluña"
properties.status.active,Activo
properties.status.archived,Archivado
properties.status.ending_tenancy,Finalizando Arrendamiento
properties.statusIndicators.allClear,Todo en orden
properties.statusIndicators.maintenance,Mantenimiento
properties.statusIndicators.noData,Sin datos
properties.statusIndicators.openTickets,Tickets abiertos
properties.statusIndicators.overduePayments,Pagos vencidos
properties.statusIndicators.pendingMaintenance,Mantenimiento pendiente
properties.statusIndicators.rent,Alquiler
properties.statusIndicators.tickets,Tickets
properties.statusIndicators.utilities,Servicios
properties.statusLabel,Estado
properties.streetAddress,Dirección
properties.templatesCopied,Plantillas copiadas exitosamente
properties.tenancyDocuments,Documentos de Arrendamiento
properties.tenancyDocumentsDescription,Documentos relacionados con tu arrendamiento
properties.tenancyDuration,Duración
properties.tenancyEnded,Finalizado
properties.tenancyEnding,Arrendamiento Terminando Pronto
properties.tenancyHistory,Historial de Arrendamientos
properties.tenancyStarted,Iniciado
properties.tenant,Inquilino
properties.tenantInvited,Inquilino invitado exitosamente
properties.tenantProperties,Propiedades como Inquilino
properties.tenantRemoved,Inquilino eliminado exitosamente
properties.tenants,Inquilinos
properties.tenantsTab,Inquilinos
properties.tickets,Tickets
properties.ticketsTab,Tickets
properties.title,Propiedades
properties.titleRequired,El título de la propiedad es obligatorio
properties.unarchiveProperty,Desarchivar Propiedad
properties.updateError,Error al actualizar propiedad
properties.updateSuccess,Propiedad actualizada exitosamente
properties.uploadContract,Subir Contrato
properties.uploadNewVersion,Subir nueva versión
properties.uploadPhoto,Subir Foto
properties.uploadTemplate,Subir Plantilla
properties.uploadTenancyDocument,Subir Documento de Arrendamiento
properties.uploading,Subiendo...
properties.useTemplate,Usar Plantilla
properties.utilitiesTab,Servicios
properties.utilityPayments,Pagos de Servicios
properties.validationError,Por favor verifica los errores en el formulario
properties.viewDocuments,Ver Documentos
properties.viewMaintenance,Ver Mantenimiento
properties.viewProperty,Ver Propiedad
properties.viewTickets,Ver Tickets
propertyHub.description,"Resumen, inquilinos, contratos, pagos y documentos"
propertyHub.documents,Plantillas
propertyHub.overview,Resumen
propertyHub.rentPayments,Pagos de Alquiler
propertyHub.subtitle,Gestiona todos los aspectos de esta propiedad
propertyHub.title,Centro de Propiedad
propertyHub.utilityPayments,Pagos de Servicios
propertyTenants.contractsTab,Contratos
propertyTenants.documentsTab,Documentos
propertyTenants.overviewTab,Resumen
propertyTenants.paymentsTab,Pagos
propertyTenants.tabs.contracts,Inquilinos
propertyTenants.tabs.payments,Pagos
propertyTenants.tabs.tenants,Inquilinos
propertyTenants.tabs.tickets,Tickets
propertyTenants.tabs.utilities,Servicios
propertyTenants.ticketsTab,Tickets
propertyTenants.utilitiesTab,Servicios
provideResolutionNotes,Por favor proporciona notas sobre cómo se resolvió este ticket
rent.amount,Monto del Alquiler
rent.dayOfMonth,Día del Mes
rent.deposit,Depósito de Seguridad
rent.paymentDay,Día de Pago
rentAgreement.currency,Moneda
rentAgreement.endDate,Fecha de Fin
rentAgreement.paymentDay,Día de Pago
rentAgreement.rentAmount,Alquiler Mensual
rentAgreement.securityDeposit,Depósito de Seguridad
rentAgreement.startDate,Fecha de Inicio
rentAgreements.createAgreement,Crear Acuerdo de Alquiler
rentAgreements.createAgreementDescription,Configurar pago mensual de alquiler para esta tenencia
rentAgreements.currency,Moneda
rentAgreements.endDate,Fecha de Fin
rentAgreements.mandateErrors.accountNotFound,Configuración de pago incompleta - contacta al administrador de la propiedad
rentAgreements.mandateErrors.createFailed,Error al crear mandato SEPA
rentAgreements.mandateErrors.invalidIban,Formato de IBAN inválido
rentAgreements.mandateErrors.mandateFailed,Verificación de mandato fallida - por favor intenta de nuevo
rentAgreements.mandateStatus.active,Activo
rentAgreements.mandateStatus.failed,Verificación Fallida
rentAgreements.mandateStatus.inactive,Inactivo
rentAgreements.mandateStatus.pending,Verificación Pendiente
rentAgreements.paymentDay,Día de Pago
rentAgreements.paymentDayDescription,Día del mes en que se cobrará el alquiler (1-28)
rentAgreements.rentAmount,Alquiler Mensual
rentAgreements.selectDate,Seleccionar fecha
rentAgreements.setupPayment,Configurar Detalles de Pago
rentAgreements.setupPaymentDescription,Proporcione su IBAN para habilitar pagos automáticos de alquiler
rentAgreements.startDate,Fecha de Inicio
rentAgreements.tenant,Inquilino
rentals.allRentals,Todos los Alquileres
rentals.archived,Archivado
rentals.archivedTenancy,Arrendamiento Archivado
rentals.archivedWarning,Este arrendamiento está archivado. No se pueden hacer cambios.
rentals.backToRentals,Volver a Alquileres
rentals.cannotEditArchived,Los arrendamientos archivados no se pueden editar
rentals.completeSetup,Completa Tu Configuración
rentals.contractDates,Fechas del Contrato
rentals.currentTenancy,Arrendamiento Actual
rentals.description,Gestionar todas las relaciones de arrendamiento
rentals.filterByProperty,Filtrar por Propiedad
rentals.filterByStatus,Filtrar por Estado
rentals.invitationAccepted,Invitación aceptada
rentals.manage,Gestionar
rentals.managerNoRentalsHint,"Esta página muestra propiedades donde eres inquilino. Para gestionar tus propiedades, visita la página de Propiedades."
rentals.myRentals,Mis Alquileres
rentals.noActiveRentals,Sin Alquileres Activos
rentals.noActiveRentalsDesc,Aún no tienes alquileres activos
rentals.noActiveTenancies,Sin Arrendamientos Activos
rentals.noActiveTenanciesDesc,Aún no tienes relaciones de arrendamiento activas
rentals.noArchivedTenancies,Sin Arrendamientos Archivados
rentals.noArchivedTenanciesDesc,No tienes arrendamientos archivados
rentals.noEndingTenancies,Sin Arrendamientos Finalizando
rentals.noEndingTenanciesDesc,No tienes arrendamientos que finalicen pronto
rentals.noRentals,No se encontraron alquileres
rentals.noRentalsDesc,No hay acuerdos de alquiler activos en este momento
rentals.paymentStatus,Estado del Pago
rentals.property,Propiedad
rentals.rentAmount,Monto del Alquiler
rentals.searchTenant,Buscar por nombre de inquilino
rentals.status,Estado
rentals.tenant,Inquilino
rentals.title,Alquileres
rentals.viewContract,Ver Contrato
rentals.viewPayments,Ver Pagos
repairShops.active,Activo
repairShops.activeStatus,Estado Activo
repairShops.addContact,Añadir Contacto
repairShops.addContactDesc,Añadir un nuevo contacto de taller de reparación a su lista
repairShops.address,Dirección
repairShops.city,Ciudad
repairShops.companyName,Nombre de la Empresa
repairShops.contactPerson,Persona de Contacto
repairShops.deleteConfirm,¿Eliminar contacto del taller?
repairShops.deleteConfirmDesc,Esta acción no se puede deshacer. Se eliminará permanentemente el contacto.
repairShops.deleteContact,Eliminar Contacto
repairShops.description,Gestionar los contactos de talleres de reparación
repairShops.editContact,Editar Contacto
repairShops.editContactDesc,Actualizar información del contacto del taller de reparación
repairShops.email,Correo Electrónico
repairShops.inactive,Inactivo
repairShops.licenseNumber,Número de Licencia
repairShops.noContacts,Aún no hay contactos de talleres
repairShops.noContactsDesc,Añade tu primer contacto de taller para comenzar
repairShops.noResults,No se encontraron contactos
repairShops.noResultsDesc,Intenta ajustar tu búsqueda o filtros
repairShops.notes,Notas (Privadas)
repairShops.phone,Teléfono
repairShops.postalCode,Código Postal
repairShops.searchPlaceholder,"Buscar por empresa, contacto, teléfono o especialización..."
repairShops.showActiveOnly,Mostrar Solo Activos
repairShops.showAll,Mostrar Todo
repairShops.specializations,Especializaciones
repairShops.status,Estado
repairShops.title,Talleres de Reparación
resolutionNotesRequired,Notas de resolución requeridas
scheduleMaintenance,Programar Mantenimiento
scheduledFor,Programado
search.alphabetical,A-Z
search.byStatus,Por ocupación
search.gridView,Vista de cuadrícula
search.listView,Vista de lista
search.newest,Más recientes primero
search.oldest,Más antiguos primero
search.placeholder,Buscar propiedades...
search.sortBy,Ordenar por
search.status,Estado
selectTemplate,Seleccionar
send,Enviar
sepaConsent,Autorizo el débito directo SEPA
sepaConsentDescription,Autorizo al administrador de la propiedad a cobrar pagos de mi cuenta mediante débito directo SEPA
settings.appearance,Apariencia
settings.appearanceDesc,"Personaliza el tema, tamaño de fuente y formato de fecha"
settings.appearanceDescription,Personaliza cómo se ve la aplicación
settings.creditorIdHelp,Requerido para cobros por Débito Directo SEPA
settings.creditorIdLabel,ID de Acreedor SEPA
settings.creditorIdPlaceholder,ES00 000 X 0000000000
settings.darkMode,Modo Oscuro
settings.defaultCurrency,Moneda por Defecto
settings.defaultPaymentDay,Día de Pago por Defecto
settings.description,Gestiona tu configuración de cuenta
settings.email,Correo Electrónico
settings.emailNotifications,Notificaciones por correo
settings.firstName,Nombre
settings.ibanHelp,Este IBAN recibirá los pagos de alquiler de tus inquilinos
settings.ibanLabel,Tu IBAN (para recibir alquiler)
settings.ibanPlaceholder,ES00 0000 0000 0000 0000 0000
settings.language,Idioma
settings.languageDescription,Selecciona tu idioma preferido
settings.lastName,Apellido
settings.legalName,Nombre Legal
settings.legalNameDescription,Nombre legal completo para contratos
settings.lightMode,Modo Claro
settings.notifications,Notificaciones
settings.notificationsDescription,Configura tus preferencias de notificación
settings.paymentSettingsSaved,Configuración de pagos guardada
settings.paymentSettingsSavedDesc,Tu configuración de pagos ha sido actualizada
settings.paymentSetup,Configuración de Pagos
settings.paymentSetupDescription,Configura tus ajustes de cobro de pagos
settings.phone,Teléfono
settings.privacyData,Privacidad y Datos
settings.profile,Perfil
settings.profileDescription,Actualiza tu información personal
settings.profileSaved,Perfil guardado
settings.profileSavedDesc,Tu perfil ha sido actualizado exitosamente.
settings.pushNotifications,Notificaciones push
settings.rentDefaults,Valores por Defecto de Alquiler
settings.rentDefaultsDescription,Establece valores por defecto para nuevos contratos de alquiler
settings.rentDefaultsSaved,Valores de alquiler guardados
settings.rentDefaultsSavedDesc,Los ajustes por defecto se aplicarán a nuevos contratos
settings.savePaymentSettings,Guardar Configuración de Pagos
settings.saveProfile,Guardar Perfil
settings.saveRentDefaults,Guardar Valores por Defecto
settings.smsNotifications,Notificaciones SMS
settings.systemDefault,Por Defecto del Sistema
settings.title,Configuración
status,Estado
subscription.alerts.gracePeriod,Pago fallido. El período de gracia termina el
subscription.alerts.subscriptionEnds,La suscripción termina el
subscription.alerts.trialEnds,La prueba termina el
subscription.annual,Anual
subscription.automatedPaymentsLabel,Pagos automatizados
subscription.billedAnnually,Facturado anualmente
subscription.billedMonthly,Facturado mensualmente
subscription.billingLabel,Facturación
subscription.cancelAtPeriodEnd,Se cancela el
subscription.choosePlan,Elegir Plan
subscription.comingSoon,Próximamente
subscription.contactSales,Contactar Ventas
subscription.currentPeriodEnd,Se renueva el
subscription.currentPlan,Plan Actual
subscription.digitalSignaturesLabel,Firmas Digitales
subscription.enterprisePlan,Plan Enterprise
subscription.features.advancedAnalytics,Análisis avanzado
subscription.features.apiAccess,Acceso API
subscription.features.automatedPayments,Pagos automatizados
subscription.features.digitalSignatures,firmas digitales/año
subscription.features.documentTemplates,Plantillas de documentos
subscription.features.kycVerification,Verificación de Identidad
subscription.features.maxProperties,propiedades
subscription.features.maxTenanciesPerProperty,arrendamientos por propiedad
subscription.features.whiteLabeling,Marca personalizada
subscription.featuresLabel,Características
subscription.freePlan,Plan Gratuito
subscription.gracePeriodEndsAt,Período de gracia termina
subscription.kycVerificationLabel,Verificación de Identidad
subscription.loadError,No se pueden cargar los datos de suscripción
subscription.manageSubscription,Gestionar Suscripción
subscription.monthly,Mensual
subscription.perMonth,/mes
subscription.perYear,/año
subscription.planDetails,Detalles del Plan
subscription.proPlan,Plan Pro
subscription.save20,Ahorra 20%
subscription.signaturesPerYear,firmas/año
subscription.signaturesRemaining,firmas restantes
subscription.title,Suscripción
subscription.toasts.checkoutFailed,Error al crear la sesión de pago
subscription.toasts.openingCheckout,Abriendo checkout de Stripe...
subscription.toasts.openingPortal,Abriendo portal de facturación...
subscription.toasts.portalFailed,Error al abrir el portal de facturación
subscription.trialEnd,Prueba termina el
subscription.upgradeAnnual,Actualizar a Pro (Anual - Ahorra 20%)
subscription.upgradeMonthly,Actualizar a Pro (Mensual)
subscription.upgradeRequired,Actualización Requerida
subscription.upgradeToPro,Actualizar a Pro
subscription.usage.signaturesRemaining,restantes este año
subscription.usage.signaturesUsed,Firmas utilizadas
subscription.usage.title,Uso
subscription.usage.unlimited,Ilimitado
subscription.viewEnterprise,Contactar Ventas
subscription.whyUpgrade.description,Desbloquea funciones potentes para escalar tu gestión de propiedades
subscription.whyUpgrade.kyc.description,Verifica identidades de inquilinos con documento oficial
subscription.whyUpgrade.kyc.title,Verificación de Identidad
subscription.whyUpgrade.payments.description,Cobra el alquiler automáticamente vía Stripe Connect
subscription.whyUpgrade.payments.title,Cobro Automatizado de Pagos
subscription.whyUpgrade.signatures.description,Crea contratos legalmente vinculantes con inquilinos
subscription.whyUpgrade.signatures.title,100 Firmas Digitales por Año
subscription.whyUpgrade.support.description,Obtén ayuda más rápido con soporte dedicado
subscription.whyUpgrade.support.title,Soporte Prioritario
subscription.whyUpgrade.title,¿Por qué Actualizar a Pro?
templatePicker.description,Elige una tarea de la biblioteca estándar para programar en esta propiedad
templatePicker.title,Programar Tarea de Mantenimiento
tenancy.current,Actual
tenancy.departing,Saliendo
tenancy.historic,Histórico
tenancy.incoming,Entrando
tenancy.resendInvitation,Reenviar Invitación
tenancy.sendInvitation,Enviar Invitación
tenancy.startDate,Fecha de Inicio
tenancy.transitionInProgress,Transición de inquilino en progreso
tenancy.verification,Verificación
tenancy.viewAllHistory,más
tenancy.viewingHistoric,Viendo arrendamiento histórico (solo lectura)
tenancy.wizard.availableMethod,Método disponible
tenancy.wizard.contract,Firma del Contrato
tenancy.wizard.contractDesc,Elige cómo se firmará el contrato de alquiler
tenancy.wizard.contractMethod,Método de Firma del Contrato
tenancy.wizard.contractMethodDesc,¿Cómo se firmará el contrato de alquiler?
tenancy.wizard.contractSettings,Configuración del Contrato
tenancy.wizard.currency,Moneda
tenancy.wizard.dayOfMonth,día del mes
tenancy.wizard.digitalSignature,Firma Digital
tenancy.wizard.digitalSignatureDesc,Firma electrónica legalmente vinculante
tenancy.wizard.digitalStandard,Firma Digital (Estándar)
tenancy.wizard.digitalStandardDesc,Firma electrónica avanzada (AES) - válida mundialmente
tenancy.wizard.electricity,Electricidad
tenancy.wizard.emailVerification,Verificación de Email
tenancy.wizard.emailVerificationDesc,El inquilino debe verificar su dirección de correo
tenancy.wizard.endDate,Fecha de Fin del Arrendamiento (Opcional)
tenancy.wizard.gas,Gas
tenancy.wizard.governmentIdVerification,Verificación con documento de identidad
tenancy.wizard.heating,Calefacción
tenancy.wizard.internet,Internet
tenancy.wizard.invitationFailed,Error al enviar la invitación
tenancy.wizard.invitationSent,Invitación Enviada
tenancy.wizard.invitationSentDesc,El inquilino recibirá un correo con instrucciones para completar la configuración
tenancy.wizard.kycVerification,Verificación de Identidad
tenancy.wizard.kycVerificationDesc,El inquilino debe verificar su identidad con documento oficial
tenancy.wizard.leaseDates,Fechas del Arrendamiento
tenancy.wizard.manualContract,Contrato Manual/Papel
tenancy.wizard.manualContractDesc,Contrato físico firmado en persona
tenancy.wizard.manualSignature,Manual / Papel
tenancy.wizard.manualSignatureDesc,Firmar físicamente y subir copia escaneada
tenancy.wizard.monthlyRent,Alquiler Mensual
tenancy.wizard.newTenancy,Nueva Configuración de Arrendamiento
tenancy.wizard.no,No
tenancy.wizard.noTemplatesAvailable,No hay plantillas disponibles
tenancy.wizard.none,Ninguno
tenancy.wizard.notSelected,No seleccionado
tenancy.wizard.paymentDay,Día de Pago
tenancy.wizard.paymentDayHelp,Día del mes en que vence el alquiler (1-28)
tenancy.wizard.perMonth,/mes
tenancy.wizard.phoneVerification,Verificación de Teléfono
tenancy.wizard.phoneVerificationDesc,El inquilino debe verificar su número de teléfono
tenancy.wizard.qualifiedSignature,Firma Cualificada
tenancy.wizard.qualifiedSignatureDesc,Firma electrónica cualificada conforme a la UE
tenancy.wizard.rent,Alquiler y Depósitos
tenancy.wizard.rentAndDeposit,Detalles de Alquiler y Depósito
tenancy.wizard.rentDesc,"Configura el monto del alquiler, calendario de pago y depósitos"
tenancy.wizard.rentDetails,Detalles del Alquiler
tenancy.wizard.requireEmailVerification,Requerir Verificación de Email
tenancy.wizard.requireEmailVerificationDesc,El inquilino debe verificar su dirección de correo
tenancy.wizard.requireKYCVerification,Requerir Verificación de Identidad
tenancy.wizard.requireKYCVerificationDesc,El inquilino debe verificar su identidad con documento oficial
tenancy.wizard.requirePhoneVerification,Requerir Verificación de Teléfono
tenancy.wizard.requirePhoneVerificationDesc,El inquilino debe verificar su número de teléfono
tenancy.wizard.requirements,Requisitos
tenancy.wizard.review,Revisar y Confirmar
tenancy.wizard.reviewAndConfirm,Revisar y Confirmar
tenancy.wizard.reviewDesc,Revisa la configuración del arrendamiento antes de enviar la invitación
tenancy.wizard.reviewDescription,Por favor revisa todos los requisitos del arrendamiento antes de enviar la invitación
tenancy.wizard.securityDeposit,Depósito de Seguridad
tenancy.wizard.securityDepositOptional,Depósito de Seguridad (Opcional)
tenancy.wizard.selectTemplate,Seleccionar Plantilla de Contrato
tenancy.wizard.selectTemplateDesc,Selecciona el documento del contrato a firmar
tenancy.wizard.selectTemplatePlaceholder,Elegir plantilla...
tenancy.wizard.selected,Seleccionado
tenancy.wizard.sendInvitation,Enviar Invitación
tenancy.wizard.sending,Enviando...
tenancy.wizard.skipContract,Omitir Contrato
tenancy.wizard.skipContractDesc,No se requiere contrato para este arrendamiento
tenancy.wizard.startDate,Fecha de Inicio del Arrendamiento
tenancy.wizard.steps.contract,Contrato
tenancy.wizard.steps.rent,Alquiler y Depósito
tenancy.wizard.steps.review,Revisar
tenancy.wizard.steps.tenant,Inquilino
tenancy.wizard.steps.utilities,Servicios
tenancy.wizard.steps.verification,Verificación
tenancy.wizard.subtitle,Configura todos los requisitos para el nuevo inquilino
tenancy.wizard.tenantEmail,Correo del Inquilino
tenancy.wizard.tenantEmailHelp,Ingresa el correo electrónico del inquilino que deseas invitar
tenancy.wizard.tenantEmailPlaceholder,inquilino@ejemplo.com
tenancy.wizard.tenantInfo,Información del Inquilino
tenancy.wizard.tenantInfoDesc,Ingresa el correo electrónico del inquilino que deseas invitar
tenancy.wizard.title,Nueva Configuración de Arrendamiento
tenancy.wizard.trash,Recolección de Basura
tenancy.wizard.upgradeForIdVerification,Actualiza a PRO para verificación de identidad
tenancy.wizard.uploadTemplateHint,Sube plantillas en Configuración → Plantillas
tenancy.wizard.utilities,Configuración de Servicios
tenancy.wizard.utilitiesConfig,Configuración de Servicios
tenancy.wizard.utilitiesDesc,Define quién es responsable de cada servicio
tenancy.wizard.utilitiesSetup,Configuración de Servicios
tenancy.wizard.utilitiesSetupDesc,Define quién es responsable de cada servicio
tenancy.wizard.validationError,Por favor completa todos los campos requeridos
tenancy.wizard.verification,Requisitos de Verificación
tenancy.wizard.verificationDesc,Elige qué verificaciones debe completar el inquilino
tenancy.wizard.verificationRequirements,Requisitos de Verificación
tenancy.wizard.verificationSettings,Configuración de Verificación
tenancy.wizard.water,Agua
tenancy.wizard.yes,Sí
tenants.active,Activo
tenants.activeTenants,Inquilinos Activos
tenants.addTenant,Agregar Inquilino
tenants.currentTenant,Inquilino Actual
tenants.currentTenants,Inquilinos Actuales
tenants.duration,Duración
tenants.editTenant,Editar Inquilino
tenants.editTenantDesc,Actualizar información y estado del inquilino
tenants.email,Correo Electrónico
tenants.endDate,Fecha de Fin
tenants.endReason,Razón de Finalización
tenants.endingTenancy,Finalizando Arrendamiento
tenants.kycVerified,Verificado
tenants.manageTenants,Inquilinos
tenants.manageTenantsSections,Gestionar inquilinos actuales e invitaciones
tenants.noHistory,Sin historial
tenants.noHistoryDesc,No hay inquilinos anteriores registrados
tenants.noTenants,No hay inquilinos
tenants.noTenantsDesc,No hay inquilinos asignados a esta propiedad
tenants.pending,Pendiente
tenants.phone,Teléfono
tenants.plannedEndDate,Fecha de fin planificada
tenants.since,Desde
tenants.startDate,Fecha de Inicio
tenants.status,Estado
tenants.statusActive,Activo
tenants.statusEndingTenancy,Finalizando Arrendamiento
tenants.statusHistoric,Histórico
tenants.statusHistoricDesc,Arrendamiento finalizado
tenants.tenancyHistory,Historial de Arrendamientos
tenants.tenancyStatus,Estado del Arrendamiento
tenants.tenant,inquilino
tenants.tenantManagementDescription,"Gestionar inquilinos, documentos y tickets relacionados con inquilinos"
tenants.tenantNotes,Notas Internas
tenants.tenantNotesPlaceholder,Añade notas sobre este inquilino...
tenants.tenantStartDate,Fecha de Inicio del Arrendamiento
tenants.tenantUpdated,Inquilino actualizado
tenants.tenantUpdatedDesc,La información del inquilino se ha actualizado correctamente
tenants.title,Inquilinos
tenants.updateTenant,Actualizar Inquilino
tenants.viewAllTickets,Ver Todos los Tickets
terms.acceptance,Aceptación de los Términos
terms.acceptanceText,"Al acceder y usar FlatMate, usted acepta y acuerda cumplir con estos Términos de Servicio y nuestra Política de Privacidad. Si no está de acuerdo con estos términos, por favor no use nuestros servicios."
terms.agreementText,"Al acceder o usar FlatMate, usted acepta estar sujeto a estos Términos de Servicio y todas las leyes y regulaciones aplicables. Si no está de acuerdo con alguno de estos términos, se le prohíbe usar o acceder a esta plataforma."
terms.agreementToTerms,Acuerdo con los Términos
terms.changes,Cambios en los Términos
terms.changesText,Nos reservamos el derecho de modificar estos términos en cualquier momento. Notificaremos a los usuarios de cambios significativos. El uso continuado de la plataforma después de los cambios constituye la aceptación de los nuevos términos.
terms.changesToTerms,Cambios en los Términos
terms.changesToTermsText,Nos reservamos el derecho de modificar estos términos en cualquier momento. Notificaremos a los usuarios de cualquier cambio material publicando los nuevos Términos de Servicio en esta página y actualizando la fecha de 
terms.contactInfo,Información de Contacto
terms.contactInfoText,Las preguntas sobre los Términos de Servicio deben enviarse a
terms.intellectualProperty,Propiedad Intelectual
terms.intellectualPropertyText,"Todo el contenido, características y funcionalidad de FlatMate son de nuestra propiedad y están protegidos por leyes internacionales de derechos de autor, marcas comerciales y otras leyes de propiedad intelectual."
terms.lastUpdated,Última actualización
terms.limitation,Limitación de Responsabilidad
terms.limitationLiability,Limitación de Responsabilidad
terms.limitationLiabilityText,"FlatMate y sus proveedores no serán responsables de ningún daño (incluidos, entre otros, daños por pérdida de datos o ganancias) que surjan del uso o la imposibilidad de usar la plataforma, incluso si hemos sido notificados de la posibilidad de dicho daño."
terms.limitationText,"FlatMate no será responsable por ningún daño indirecto, incidental, especial, consecuente o punitivo que surja del uso o la imposibilidad de usar nuestros servicios."
terms.prohibitedUses,Usos Prohibidos
terms.prohibitedUsesList1,De ninguna manera que viole leyes o regulaciones aplicables
terms.prohibitedUsesList2,Para transmitir código dañino o malicioso
terms.prohibitedUsesList3,"Para acosar, abusar o dañar a otra persona"
terms.prohibitedUsesList4,Para hacerse pasar por otros o intentar hacerlo
